Az ingatlan helye,"Családi ház átlagár, ezer Ft/m²",Családi ház átlagár darab,"Többlakásos társasház átlagár, ezer Ft/m²",Többlakásos társasház darab,"Lakótelepi panel átlagár, ezer Ft/m²",Lakótelepi panel darab,"Lakások összesen átlagár, ezer Ft/m²",Lakások összesen darab,"Lakások összesen relatív szórás, %",Év,Kerület
Zoltán utca,,,382.0,16.0,,,382,16,45,2016,19
Zrínyi utca,,,,,245.0,17.0,244,18,14,2016,19
együtt,268.0,29.0,300.0,356.0,248.0,506.0,269,891,30,2016,19
Ábrahám Géza utca,,,240.0,11.0,,,237,13,11,2016,20
Ady Endre utca,,,257.0,25.0,235.0,14.0,249,39,28,2016,20
Alpár utca,,,,,,,332,4,5,2016,20
Alsó határút,,,333.0,4.0,,,333,4,12,2016,20
Alsóteleki utca,,,208.0,8.0,226.0,4.0,202,14,31,2016,20
Attila utca,,,274.0,14.0,,,272,15,22,2016,20
Baba utca,,,214.0,6.0,,,214,6,14,2016,20
Bajza utca,,,261.0,3.0,,,247,4,12,2016,20
Balassa utca,,,300.0,3.0,,,300,3,31,2016,20
Baross utca,,,237.0,49.0,241.0,42.0,239,91,21,2016,20
Berkenye sétány,,,231.0,16.0,221.0,10.0,227,26,17,2016,20
Bessenyei utca,156.0,3.0,,,,,156,3,42,2016,20
Biró Mihály utca,,,269.0,9.0,231.0,20.0,243,29,24,2016,20
Dessewffy utca,,,233.0,9.0,,,233,9,17,2016,20
Dobos utca,,,271.0,3.0,,,271,3,18,2016,20
Előd utca,,,339.0,3.0,,,291,5,26,2016,20
Eperjes utca,,,226.0,15.0,,,226,15,20,2016,20
Erdő utca,,,206.0,5.0,,,206,5,71,2016,20
Fás utca,,,129.0,3.0,,,129,3,34,2016,20
Gábor utca,,,,,,,142,3,18,2016,20
Gólya utca,,,219.0,3.0,,,219,3,10,2016,20
Hársfa sétány,,,,,233.0,16.0,233,16,17,2016,20
Határ út,,,189.0,6.0,216.0,10.0,206,16,22,2016,20
Helsinki út,,,209.0,43.0,,,209,43,16,2016,20
Hitel Márton utca,,,247.0,3.0,,,247,3,33,2016,20
Hosszú utca,,,184.0,5.0,,,184,5,24,2016,20
János utca,,,225.0,22.0,,,225,22,20,2016,20
Jókai Mór utca,,,231.0,7.0,,,231,7,30,2016,20
József Attila utca,,,,,,,148,3,17,2016,20
Károly utca,,,201.0,4.0,,,182,6,27,2016,20
Kende Kanuth utca,,,,,,,223,4,12,2016,20
Kossuth Lajos utca,,,246.0,33.0,,,246,35,23,2016,20
Köteles utca,182.0,4.0,233.0,3.0,,,203,7,27,2016,20
Közműhelytelep utca,,,367.0,32.0,,,362,33,21,2016,20
Kulcsár utca,,,250.0,3.0,,,250,3,7,2016,20
Lajtha László utca,,,216.0,19.0,,,219,20,20,2016,20
Nagy Győry István köz,,,229.0,11.0,,,229,11,17,2016,20
Nagy Győry István utca,,,268.0,12.0,,,268,12,15,2016,20
Nagykőrösi út,,,215.0,3.0,,,215,3,41,2016,20
Nagysándor József utca,,,259.0,7.0,,,259,7,13,2016,20
Orsolya utca,,,233.0,5.0,,,233,5,16,2016,20
Ősz utca,,,177.0,4.0,,,177,4,20,2016,20
Pacsirta utca,,,217.0,13.0,,,217,13,22,2016,20
Pázsitos sétány,,,,,248.0,27.0,248,27,23,2016,20
Pirók Gyula utca,,,302.0,3.0,,,279,4,24,2016,20
Pöltenberg utca,,,,,,,239,3,7,2016,20
Rákóczi utca,,,186.0,3.0,,,186,5,16,2016,20
Rimaszombat utca,,,230.0,7.0,,,230,7,18,2016,20
Ritka utca,,,245.0,8.0,,,245,8,16,2016,20
Sárrét utca,,,234.0,3.0,,,234,3,25,2016,20
Széchenyi utca,,,,,,,413,3,13,2016,20
Szent Erzsébet tér,,,178.0,3.0,,,178,3,30,2016,20
Szent Imre herceg utca,,,109.0,4.0,,,109,4,62,2016,20
Szigetvár utca,,,,,,,239,3,20,2016,20
Tátra tér,,,,,220.0,14.0,219,15,11,2016,20
Tátra utca,,,110.0,3.0,,,110,3,29,2016,20
Téglaégető utca,,,219.0,3.0,,,219,3,12,2016,20
Téglagyár tér,,,283.0,9.0,,,283,9,13,2016,20
Téglagyártó út,,,376.0,38.0,,,376,38,20,2016,20
Teremszeg utca,,,266.0,3.0,,,266,3,28,2016,20
Topánka utca,,,218.0,16.0,,,218,16,21,2016,20
Török Flóris utca,,,267.0,12.0,203.0,33.0,221,46,22,2016,20
Tótfalusi Kis Miklós sétány,,,,,272.0,5.0,272,5,27,2016,20
Vágóhíd utca,,,216.0,11.0,,,216,11,25,2016,20
Valéria utca,,,229.0,3.0,,,229,3,44,2016,20
Vas Gereben utca,,,,,,,189,4,50,2016,20
Vasút sor,,,368.0,4.0,,,327,5,40,2016,20
Vécsey utca,,,211.0,3.0,,,211,3,24,2016,20
Virág Benedek utca,,,321.0,6.0,,,321,6,22,2016,20
Vízisport utca,,,311.0,23.0,,,311,23,28,2016,20
Vörösmarty utca,,,324.0,13.0,240.0,6.0,288,20,27,2016,20
Wesselényi utca,,,215.0,8.0,,,214,9,19,2016,20
Zamárdi utca,,,272.0,6.0,249.0,11.0,257,17,16,2016,20
együtt,201.0,68.0,254.0,683.0,233.0,218.0,245,969,29,2016,20
Ady Endre út,,,,,233.0,65.0,233,65,25,2016,21
Akácfa utca,,,301.0,4.0,,,281,5,36,2016,21
Árpád utca,,,,,222.0,66.0,222,66,15,2016,21
Bajcsy-Zsilinszky út,,,212.0,4.0,,,201,6,17,2016,21
Bánya utca,,,,,239.0,30.0,239,30,16,2016,21
Béke tér,,,256.0,3.0,245.0,21.0,246,24,16,2016,21
Cirmos sétány,,,211.0,13.0,,,215,14,18,2016,21
Csikó sétány,,,236.0,10.0,221.0,5.0,231,15,8,2016,21
Csillag utca,,,,,220.0,4.0,220,4,13,2016,21
Damjanich János út,,,,,,,334,3,26,2016,21
Dunadűlő út,,,,,247.0,39.0,247,39,24,2016,21
Erdősor utca,,,228.0,22.0,220.0,20.0,224,42,19,2016,21
Görgey Artúr tér,,,,,215.0,4.0,215,4,5,2016,21
Hengerész utca,,,,,,,238,3,35,2016,21
II. Rákóczi Ferenc út,,,244.0,23.0,229.0,18.0,237,41,23,2016,21
Ív utca,,,257.0,8.0,,,227,10,34,2016,21
József Attila utca,,,,,242.0,21.0,241,23,15,2016,21
Jupiter utca,,,,,249.0,3.0,249,3,14,2016,21
Kapos utca,,,222.0,12.0,,,222,12,24,2016,21
Karácsony Sándor utca,,,,,,,90,3,29,2016,21
Károli Gáspár utca,,,191.0,3.0,,,201,4,14,2016,21
Katona József utca,,,204.0,10.0,219.0,5.0,209,15,21,2016,21
Kikötő utca,,,223.0,4.0,,,202,5,26,2016,21
Kiss János altábornagy utca,,,,,225.0,23.0,229,24,21,2016,21
Kolozsvári utca,,,236.0,3.0,,,236,3,5,2016,21
Kőrösi Sándor utca,,,240.0,9.0,,,240,9,8,2016,21
Kossuth Lajos utca,,,219.0,12.0,220.0,119.0,220,131,27,2016,21
Kozmosz sétány,,,,,192.0,10.0,192,10,28,2016,21
Krizantém utca,,,,,220.0,9.0,220,9,20,2016,21
Makád utca,,,,,231.0,4.0,231,4,7,2016,21
Mária királyné útja,129.0,3.0,,,,,130,4,82,2016,21
Mars utca,,,178.0,3.0,250.0,12.0,236,15,18,2016,21
Medve utca,,,,,,,210,4,22,2016,21
Merkúr utca,,,250.0,9.0,,,235,11,23,2016,21
Nap utca,,,,,207.0,9.0,207,9,26,2016,21
Nyírfa utca,,,,,225.0,8.0,225,8,25,2016,21
Nyuszi sétány,,,256.0,11.0,,,247,13,14,2016,21
Orion utca,,,241.0,7.0,268.0,9.0,256,16,16,2016,21
Óvoda utca,,,,,212.0,12.0,212,12,33,2016,21
Petz Ferenc utca,,,,,237.0,30.0,240,32,20,2016,21
Puli sétány,,,227.0,16.0,,,227,16,12,2016,21
Rakéta utca,,,216.0,3.0,213.0,12.0,214,15,25,2016,21
Reggel utca,,,,,221.0,9.0,221,9,12,2016,21
Szabadság köz,,,,,241.0,7.0,241,7,24,2016,21
Szabadság utca,266.0,3.0,232.0,26.0,,,236,30,19,2016,21
Szent István út,,,227.0,3.0,228.0,15.0,232,20,17,2016,21
Szent László utca,,,223.0,10.0,,,228,11,16,2016,21
Szentmiklósi út,,,232.0,4.0,,,232,4,15,2016,21
Szigligeti utca,,,,,256.0,4.0,256,4,17,2016,21
Táncsics Mihály utca,,,,,212.0,26.0,212,26,15,2016,21
Technikus utca,,,242.0,3.0,,,242,3,17,2016,21
Tejút utca,,,238.0,15.0,,,238,15,12,2016,21
Telep utca,,,301.0,3.0,,,301,3,14,2016,21
Temesvári utca,,,195.0,5.0,,,195,5,15,2016,21
Templom utca,,,227.0,14.0,244.0,5.0,231,19,14,2016,21
Űrhajós utca,,,,,238.0,5.0,229,7,13,2016,21
Vasas utca,,,192.0,3.0,,,192,3,38,2016,21
Vénusz utca,,,244.0,12.0,243.0,11.0,244,23,19,2016,21
Völgy utca,,,216.0,7.0,210.0,12.0,212,19,30,2016,21
Zöldfa utca,,,,,214.0,7.0,214,7,6,2016,21
Zrínyi utca,,,,,205.0,31.0,205,31,24,2016,21
Zsák Hugó utca,,,,,220.0,11.0,220,11,30,2016,21
együtt,239.0,47.0,230.0,332.0,226.0,713.0,228,1092,23,2016,21
Ady Endre út,,,328.0,10.0,,,328,10,32,2016,22
Anna utca,,,293.0,13.0,,,293,13,18,2016,22
Arany János utca,,,321.0,8.0,,,321,8,10,2016,22
Árpád utca,,,,,,,388,3,27,2016,22
Bartók Béla út,,,255.0,10.0,,,255,10,26,2016,22
Batthyány utca,,,277.0,3.0,,,274,4,5,2016,22
Csút utca,,,271.0,11.0,,,271,11,11,2016,22
Dévény utca,,,,,323.0,3.0,313,4,17,2016,22
Dózsa György út,278.0,3.0,,,,,307,4,22,2016,22
Gézavár utca,,,82.0,3.0,,,82,3,21,2016,22
Gyula vezér út,,,,,274.0,5.0,333,9,30,2016,22
Háros utca,,,345.0,8.0,,,327,9,31,2016,22
Hollandi utca,,,,,,,461,3,24,2016,22
Honfoglalás út,,,380.0,4.0,,,380,4,8,2016,22
Húr utca,,,389.0,5.0,,,389,5,6,2016,22
Ispiláng utca,386.0,3.0,,,,,386,3,5,2016,22
Ják utca,,,297.0,4.0,,,297,4,12,2016,22
Játék utca,,,349.0,3.0,339.0,10.0,341,13,14,2016,22
József Attila utca,,,315.0,7.0,,,326,8,20,2016,22
Kálváriahegy utca,,,,,,,216,3,53,2016,22
Karéj utca,377.0,3.0,407.0,4.0,,,394,7,9,2016,22
Kastélypark utca,,,138.0,3.0,,,138,3,9,2016,22
Kiránduló utca,,,293.0,3.0,,,293,3,15,2016,22
Kossuth Lajos utca,,,292.0,13.0,,,292,13,14,2016,22
Leányka utca,,,243.0,18.0,248.0,23.0,246,41,18,2016,22
Magasház utca,,,292.0,4.0,,,292,4,17,2016,22
Mária Terézia utca,,,279.0,11.0,,,279,11,17,2016,22
Mézesfehér utca,,,,,258.0,8.0,268,9,16,2016,22
Nagytétényi út,,,268.0,21.0,,,268,21,26,2016,22
Nap utca,,,385.0,3.0,,,377,5,8,2016,22
Névtelen utca,,,,,298.0,3.0,298,3,14,2016,22
Őrnagy utca,,,348.0,5.0,,,348,5,18,2016,22
Pannónia utca,,,298.0,5.0,,,320,6,41,2016,22
Pécsi utca,,,,,,,305,4,30,2016,22
Pedellus utca,,,538.0,3.0,,,538,3,20,2016,22
Promontor utca,,,349.0,3.0,,,349,3,21,2016,22
Rákóczi út,,,,,317.0,7.0,343,9,16,2016,22
Rizling utca,,,,,,,473,3,5,2016,22
Rózsakert utca,,,,,374.0,19.0,374,19,26,2016,22
Társasház utca,,,259.0,4.0,,,259,4,18,2016,22
Tenkes utca,,,282.0,14.0,,,278,15,20,2016,22
Terv utca,,,,,277.0,8.0,282,9,11,2016,22
Tóth József utca,,,214.0,5.0,,,214,5,77,2016,22
Tűzliliom utca,,,,,301.0,28.0,301,28,19,2016,22
V. utca,,,154.0,3.0,,,151,4,25,2016,22
Vidám utca,,,,,319.0,5.0,319,5,11,2016,22
Vihar utca,,,306.0,8.0,,,295,10,20,2016,22
XVI. utca,301.0,3.0,,,,,332,4,37,2016,22
együtt,294.0,70.0,306.0,299.0,301.0,123.0,303,492,30,2016,22
Dinnyehegyi köz,,,,,235.0,8.0,235,8,11,2016,23
Dinnyehegyi út,,,,,224.0,3.0,224,3,8,2016,23
Erzsébet utca,151.0,3.0,,,,,151,3,21,2016,23
Grassalkovich út,214.0,3.0,214.0,8.0,,,214,11,34,2016,23
Könyves utca,,,315.0,3.0,,,315,3,27,2016,23
Köves út,164.0,3.0,,,,,164,3,35,2016,23
Maros utca,,,,,,,246,4,30,2016,23
Őrgébics utca,,,,,252.0,5.0,252,5,31,2016,23
Sósmocsár út,,,,,241.0,4.0,241,4,20,2016,23
Szent László utca,,,,,,,201,5,43,2016,23
Szitás utca,,,237.0,4.0,,,237,4,41,2016,23
Temető sor,,,,,,,244,3,21,2016,23
Templom utca,,,201.0,9.0,,,201,9,21,2016,23
Újtelep út,,,,,222.0,9.0,222,9,16,2016,23
Vecsés út,,,222.0,4.0,,,222,4,9,2016,23
együtt,192.0,28.0,229.0,52.0,233.0,33.0,221,113,31,2016,23
Budapest 01. kerület,,,499.0,562.0,,,499,562,34,2016,Összesen
Budapest 02. kerület,502.0,111.0,508.0,1416.0,,,508,1527,32,2016,Összesen
Budapest 03. kerület,389.0,106.0,447.0,800.0,306.0,1408.0,358,2314,34,2016,Összesen
Budapest 04. kerület,293.0,19.0,290.0,606.0,282.0,1179.0,285,1804,26,2016,Összesen
Budapest 05. kerület,,,609.0,855.0,,,609,855,37,2016,Összesen
Budapest 06. kerület,,,464.0,1513.0,,,464,1513,34,2016,Összesen
Budapest 07. kerület,,,401.0,2178.0,,,401,2179,32,2016,Összesen
Budapest 08. kerület,282.0,11.0,307.0,2205.0,292.0,156.0,306,2372,35,2016,Összesen
Budapest 09. kerület,,,401.0,1527.0,316.0,60.0,398,1589,32,2016,Összesen
Budapest 10. kerület,243.0,33.0,267.0,935.0,260.0,690.0,264,1658,29,2016,Összesen
Budapest 11. kerület,460.0,19.0,454.0,1828.0,354.0,925.0,421,2772,29,2016,Összesen
Budapest 12. kerület,544.0,10.0,496.0,1064.0,,,496,1075,30,2016,Összesen
Budapest 13. kerület,404.0,15.0,429.0,2354.0,357.0,587.0,415,2956,33,2016,Összesen
Budapest 14. kerület,360.0,112.0,364.0,2116.0,308.0,753.0,350,2981,28,2016,Összesen
Budapest 15. kerület,260.0,177.0,279.0,310.0,269.0,1038.0,270,1525,25,2016,Összesen
Budapest 16. kerület,317.0,300.0,325.0,452.0,270.0,30.0,320,782,30,2016,Összesen
Budapest 17. kerület,250.0,381.0,305.0,266.0,256.0,375.0,266,1022,30,2016,Összesen
Budapest 18. kerület,248.0,103.0,300.0,571.0,234.0,457.0,269,1131,27,2016,Összesen
Budapest 19. kerület,268.0,29.0,300.0,356.0,248.0,506.0,269,891,30,2016,Összesen
Budapest 20. kerület,201.0,68.0,254.0,683.0,233.0,218.0,245,969,29,2016,Összesen
Budapest 21. kerület,239.0,47.0,230.0,332.0,226.0,713.0,228,1092,23,2016,Összesen
Budapest 22. kerület,294.0,70.0,306.0,299.0,301.0,123.0,303,492,30,2016,Összesen
Budapest 23. kerület,192.0,28.0,229.0,52.0,233.0,33.0,221,113,31,2016,Összesen
Budapest összesen,302.0,1641.0,398.0,23280.0,286.0,9253.0,363,34174,41,2016,Összesen
Aladár utca,,,542.0,5.0,,,542,5,26,2017,1
Alagút utca,,,435.0,7.0,,,435,7,18,2017,1
Attila út,,,531.0,64.0,,,531,64,27,2017,1
Batthyány utca,,,519.0,35.0,,,519,35,31,2017,1
Bem rakpart,,,754.0,5.0,,,754,5,26,2017,1
Bérc utca,,,1070.0,3.0,,,1070,3,31,2017,1
Csalogány utca,,,589.0,18.0,,,589,18,23,2017,1
Csap utca,,,595.0,6.0,,,595,6,15,2017,1
Derék utca,,,583.0,5.0,,,583,5,28,2017,1
Döbrentei utca,,,759.0,3.0,,,759,3,40,2017,1
Donáti utca,,,573.0,16.0,,,573,16,53,2017,1
Fém utca,,,585.0,3.0,,,585,3,21,2017,1
Fő utca,,,582.0,22.0,,,582,22,27,2017,1
Gellérthegy utca,,,606.0,21.0,,,606,21,23,2017,1
Hattyú utca,,,548.0,12.0,,,548,12,26,2017,1
Hegyalja út,,,584.0,6.0,,,584,6,17,2017,1
Hunfalvy utca,,,709.0,3.0,,,709,3,14,2017,1
Hunyadi János út,,,615.0,17.0,,,615,17,22,2017,1
Kosciuszkó Tádé utca,,,462.0,7.0,,,462,7,39,2017,1
Krisztina körút,,,533.0,18.0,,,533,18,27,2017,1
Kuny Domokos utca,,,525.0,10.0,,,525,10,22,2017,1
Logodi utca,,,606.0,19.0,,,606,19,19,2017,1
Márvány utca,,,516.0,5.0,,,516,5,15,2017,1
Mátray utca,,,471.0,5.0,,,471,5,32,2017,1
Mészáros utca,,,555.0,22.0,,,555,22,21,2017,1
Mihály utca,,,749.0,3.0,,,749,3,13,2017,1
Naphegy utca,,,553.0,13.0,,,553,13,26,2017,1
Orom utca,,,839.0,3.0,,,839,3,14,2017,1
Országház utca,,,969.0,5.0,,,969,5,11,2017,1
Ostrom utca,,,537.0,12.0,,,537,12,46,2017,1
Pálya utca,,,485.0,4.0,,,485,4,20,2017,1
Pauler utca,,,637.0,12.0,,,637,12,25,2017,1
Ponty utca,,,754.0,5.0,,,754,5,41,2017,1
Róka utca,,,555.0,3.0,,,555,3,8,2017,1
Szabó Ilonka utca,,,648.0,3.0,,,648,3,17,2017,1
Számadó utca,,,602.0,3.0,,,602,3,27,2017,1
Szirtes út,,,733.0,4.0,,,733,4,19,2017,1
Tigris utca,,,699.0,7.0,,,699,7,20,2017,1
Toldy Ferenc utca,,,740.0,7.0,,,740,7,24,2017,1
Úri utca,,,837.0,6.0,,,837,6,18,2017,1
Váralja utca,,,417.0,4.0,,,417,4,5,2017,1
Várfok utca,,,576.0,8.0,,,576,8,23,2017,1
Várkert rakpart,,,771.0,6.0,,,771,6,22,2017,1
Vérmező út,,,487.0,4.0,,,487,4,18,2017,1
Zsolt utca,,,705.0,8.0,,,705,8,20,2017,1
együtt,,,598.0,503.0,,,598,503,32,2017,1
Ady Endre utca,,,632.0,11.0,,,632,11,29,2017,2
Alsó Völgy utca,,,555.0,4.0,,,514,5,26,2017,2
Alsó Zöldmáli út,,,512.0,4.0,,,512,4,9,2017,2
Alvinci út,,,575.0,7.0,,,575,7,25,2017,2
Apostol utca,,,638.0,4.0,,,638,4,8,2017,2
Árpád fejedelem útja,,,484.0,18.0,,,484,18,33,2017,2
Baba utca,,,596.0,5.0,,,630,6,18,2017,2
Bajvívó utca,,,500.0,3.0,,,500,3,11,2017,2
Baka utca,,,447.0,3.0,,,447,3,53,2017,2
Balogvár utca,,,598.0,3.0,,,598,3,64,2017,2
Battai út,,,612.0,3.0,,,612,3,12,2017,2
Bécsi út,,,449.0,5.0,,,449,5,37,2017,2
Bem József utca,,,547.0,18.0,,,547,18,15,2017,2
Bem rakpart,,,613.0,18.0,,,613,18,36,2017,2
Berkenye utca,,,647.0,3.0,,,647,3,5,2017,2
Bimbó út,,,641.0,42.0,,,641,42,26,2017,2
Bogár utca,,,830.0,7.0,,,830,7,43,2017,2
Bölöni György utca,,,625.0,3.0,,,625,3,15,2017,2
Budakeszi út,,,572.0,45.0,,,572,45,25,2017,2
Buday László utca,,,517.0,10.0,,,510,11,21,2017,2
Budenz út,,,599.0,7.0,,,599,7,16,2017,2
Cimbalom utca,,,,,,,609,3,64,2017,2
Csalán út,,,539.0,7.0,,,539,7,35,2017,2
Csalogány utca,,,528.0,16.0,,,528,16,27,2017,2
Csejtei utca,,,897.0,8.0,,,897,8,28,2017,2
Cseppkő utca,618.0,3.0,,,,,647,4,22,2017,2
Csévi utca,,,812.0,4.0,,,812,4,48,2017,2
Darázs utca,,,504.0,3.0,,,504,3,18,2017,2
Előd vezér utca,481.0,3.0,,,,,481,3,10,2017,2
Endrődi Sándor utca,,,680.0,8.0,,,782,9,48,2017,2
Érmelléki utca,,,616.0,3.0,,,616,3,5,2017,2
Erőd utca,,,561.0,5.0,,,561,5,10,2017,2
Eszter utca,,,723.0,7.0,,,709,8,26,2017,2
Ezredes utca,,,575.0,11.0,,,575,11,22,2017,2
Fazekas utca,,,603.0,8.0,,,603,8,15,2017,2
Fekete István utca,,,564.0,3.0,,,564,3,11,2017,2
Feketerigó utca,407.0,3.0,,,,,414,4,25,2017,2
Felső Zöldmáli út,,,551.0,9.0,,,551,9,19,2017,2
Fényes Elek utca,,,465.0,4.0,,,465,4,16,2017,2
Fillér utca,,,645.0,31.0,,,645,31,64,2017,2
Fő utca,,,672.0,17.0,,,672,17,32,2017,2
Forint utca,,,553.0,5.0,,,553,5,16,2017,2
Frankel Leó út,,,503.0,65.0,,,503,65,26,2017,2
Gábor Áron utca,,,577.0,7.0,,,577,7,40,2017,2
Garas utca,,,481.0,11.0,,,481,11,33,2017,2
Gárdonyi Géza út,,,,,,,817,3,28,2017,2
Gazda utca,351.0,3.0,,,,,351,3,12,2017,2
Guyon köz,,,656.0,4.0,,,656,4,13,2017,2
Guyon Richárd utca,,,581.0,7.0,,,581,7,29,2017,2
Gyergyó utca,,,523.0,4.0,,,523,4,23,2017,2
Hankóczy Jenő utca,,,594.0,5.0,,,594,5,13,2017,2
Harcsa utca,,,509.0,3.0,,,509,3,20,2017,2
Hárshegyi út,,,623.0,4.0,,,623,4,32,2017,2
Házmán utca,,,469.0,5.0,,,469,5,32,2017,2
Herman Ottó út,,,583.0,8.0,,,583,8,26,2017,2
Hidegkúti út,521.0,8.0,,,,,506,9,47,2017,2
Honfoglalás utca,,,435.0,3.0,,,435,3,9,2017,2
Horvát utca,,,530.0,15.0,,,530,15,15,2017,2
Hűvösvölgyi út,,,564.0,28.0,,,563,29,21,2017,2
Józsefhegyi utca,,,815.0,10.0,,,815,10,16,2017,2
Júlia utca,,,479.0,3.0,,,479,3,24,2017,2
Kacsa utca,,,670.0,6.0,,,670,6,23,2017,2
Kandó Kálmán utca,,,463.0,7.0,,,463,7,25,2017,2
Kapás utca,,,500.0,8.0,,,500,8,32,2017,2
Káplár utca,,,550.0,8.0,,,550,8,23,2017,2
Kapy utca,668.0,3.0,649.0,4.0,,,657,7,16,2017,2
Kavics utca,,,640.0,6.0,,,640,6,27,2017,2
Kelemen László utca,,,561.0,15.0,,,561,15,18,2017,2
Keleti Károly utca,,,598.0,33.0,,,598,33,17,2017,2
Kuruclesi út,,,571.0,12.0,,,603,14,21,2017,2
Labanc út,,,679.0,20.0,,,679,20,21,2017,2
Lajos utca,,,491.0,8.0,,,491,8,28,2017,2
Lepke utca,,,868.0,8.0,,,868,8,25,2017,2
Lévay utca,,,596.0,3.0,,,596,3,49,2017,2
Lotz Károly utca,,,654.0,7.0,,,654,7,23,2017,2
Lövőház utca,,,597.0,27.0,,,597,27,16,2017,2
Lukács utca,,,527.0,3.0,,,527,3,27,2017,2
Mandula utca,,,542.0,5.0,,,542,5,23,2017,2
Margit körút,,,555.0,92.0,,,555,92,31,2017,2
Máriaremetei út,,,,,,,594,3,19,2017,2
Mecset utca,,,509.0,4.0,,,509,4,27,2017,2
Medve utca,,,628.0,6.0,,,628,6,18,2017,2
Nagyajtai utca,,,437.0,5.0,,,437,5,36,2017,2
Nagybányai út,,,731.0,14.0,,,731,14,22,2017,2
Ördögárok utca,411.0,5.0,,,,,411,5,27,2017,2
Orló utca,,,578.0,5.0,,,578,5,11,2017,2
Orsó utca,,,591.0,4.0,,,591,4,19,2017,2
Palánta utca,,,683.0,4.0,,,683,4,16,2017,2
Pálos utca,,,407.0,4.0,,,407,4,15,2017,2
Pasaréti út,,,559.0,28.0,,,559,29,33,2017,2
Patakhegyi utca,,,406.0,6.0,,,396,7,20,2017,2
Pázsit utca,,,731.0,5.0,,,731,5,12,2017,2
Pusztaszeri út,,,536.0,28.0,,,534,29,27,2017,2
Radna utca,,,587.0,5.0,,,587,5,20,2017,2
Retek utca,,,557.0,11.0,,,557,11,25,2017,2
Riadó utca,,,702.0,3.0,,,702,3,39,2017,2
Ribáry utca,,,845.0,3.0,,,845,3,54,2017,2
Rókushegyi lépcső,,,666.0,4.0,,,666,4,33,2017,2
Rómer Flóris utca,,,548.0,9.0,,,548,9,8,2017,2
Rózsahegy utca,,,730.0,3.0,,,730,3,17,2017,2
Sodrás utca,,,650.0,3.0,,,650,3,33,2017,2
Szász Károly utca,,,479.0,17.0,,,479,17,18,2017,2
Széher út,,,616.0,8.0,,,616,8,31,2017,2
Széll Kálmán tér,,,457.0,7.0,,,457,7,32,2017,2
Szemlőhegy utca,,,586.0,3.0,,,586,3,37,2017,2
Szent László utca,,,,,,,530,3,25,2017,2
Szépvölgyi út,,,497.0,10.0,,,497,10,15,2017,2
Szerb Antal utca,,,526.0,4.0,,,526,4,42,2017,2
Szeréna út,,,759.0,14.0,,,759,14,21,2017,2
Szilágyi Erzsébet fasor,,,478.0,23.0,,,478,23,15,2017,2
Szilágyi Erzsébet utca,521.0,3.0,,,,,521,3,98,2017,2
Szpáhi utca,,,827.0,3.0,,,827,3,34,2017,2
Tapolcsányi utca,,,639.0,3.0,,,639,3,18,2017,2
Tárogató út,,,570.0,14.0,,,570,14,11,2017,2
Tölgyfa utca,,,431.0,9.0,,,431,9,43,2017,2
Torockó utca,,,543.0,4.0,,,543,4,18,2017,2
Török utca,,,468.0,15.0,,,468,15,34,2017,2
Törökvész út,,,573.0,30.0,,,571,31,19,2017,2
Tövis utca,,,665.0,5.0,,,812,7,37,2017,2
Trombitás út,,,564.0,4.0,,,564,4,22,2017,2
Tulipán utca,,,482.0,3.0,,,482,3,34,2017,2
Ürömi utca,,,492.0,9.0,,,492,9,13,2017,2
Varsányi Irén utca,,,533.0,16.0,,,533,16,23,2017,2
Vérhalom utca,,,683.0,11.0,,,702,12,21,2017,2
Völgy utca,,,678.0,10.0,,,678,10,34,2017,2
Volkmann utca,,,468.0,7.0,,,468,7,46,2017,2
Vörösmarty utca,,,,,,,443,3,11,2017,2
Zivatar utca,,,578.0,5.0,,,578,5,10,2017,2
Zöldlomb utca,,,559.0,17.0,,,559,17,9,2017,2
Zsigmond tér,,,506.0,3.0,,,506,3,21,2017,2
Zuhatag sor,,,681.0,4.0,,,681,4,16,2017,2
együtt,559.0,119.0,581.0,1388.0,,,579,1507,32,2017,2
Ágoston utca,,,,,374.0,31.0,374,31,20,2017,3
Akác köz,,,,,361.0,5.0,361,5,14,2017,3
Amfiteátrum utca,,,,,432.0,43.0,432,43,17,2017,3
Ányos utca,,,,,438.0,3.0,438,3,10,2017,3
Apát utca,,,,,418.0,7.0,418,7,17,2017,3
Árpád fejedelem útja,,,539.0,16.0,,,536,17,20,2017,3
Attila utca,,,330.0,5.0,,,357,6,23,2017,3
Bálint György utca,,,,,293.0,17.0,293,17,9,2017,3
Bebo Károly utca,,,,,331.0,10.0,331,10,17,2017,3
Bécsi út,,,438.0,36.0,343.0,29.0,396,65,27,2017,3
Berend utca,,,395.0,5.0,384.0,10.0,388,15,19,2017,3
Beszterce utca,,,456.0,5.0,,,456,5,5,2017,3
Blanka köz,,,569.0,6.0,,,569,6,11,2017,3
Bóbita utca,,,571.0,13.0,,,571,13,15,2017,3
Bogdáni út,,,457.0,13.0,423.0,5.0,448,18,15,2017,3
Boglár utca,,,,,310.0,21.0,310,21,14,2017,3
Boglya utca,,,,,458.0,4.0,458,4,24,2017,3
Búza utca,,,,,367.0,40.0,367,40,16,2017,3
Cserszömörce utca,,,563.0,3.0,,,563,3,5,2017,3
Csillagszem utca,,,596.0,4.0,,,596,4,8,2017,3
